id,amount,fee,target_feerate,real_feerate,algorithm,input_count,negative_effective_valued_utxos,output_count,change_amount,utxo_count_before_payment,utxo_count_after_payment,waste_score
743,1160537800,,12.831,,failed,,16,,,129,129,
744,1161537800,,22.791,,failed,,17,,,131,131,
745,1162047800,,25.26,,failed,,17,,,136,136,
746,1163021100,,14.829999,,failed,,17,,,137,137,
747,1163221100,,16.907999,,failed,,17,,,137,137,
748,1167221100,,16.531,,failed,,17,,,139,139,
749,1197221100,,12.449,,failed,,16,,,144,144,
750,1198221100,,12.827,,failed,,16,,,144,144,
751,1203221100,,12.415,,failed,,16,,,148,148,
752,1208221100,,3.221,,failed,,14,,,149,149,
753,1210221100,,11.128,,failed,,16,,,150,150,
754,1220955300,,21.067999,,failed,,17,,,150,150,
755,1230715400,,10.115,,failed,,16,,,150,150,
756,1255215400,,2.2680001,,failed,,14,,,151,151,
757,1257215400,,30.512,,failed,,18,,,153,153,
758,1257715400,,39.528,,failed,,18,,,157,157,
759,1257735400,,29.292002,,failed,,17,,,169,169,
760,1257762600,,39.329002,,failed,,18,,,170,170,
761,1269662600,,35.674,,failed,,18,,,182,182,
762,1279762600,,45.274,,failed,,18,,,188,188,
763,1280762600,,75.775,,failed,,20,,,190,190,
764,1281762600,,91.432,,failed,,21,,,190,190,
765,1282762600,,103.088005,,failed,,22,,,190,190,
766,1282812600,,92.846,,failed,,21,,,190,190,
767,1282873400,,78.387,,failed,,20,,,190,190,
768,1282893400,,128.02899,,failed,,26,,,194,194,
769,1307893400,,125.366,,failed,,26,,,201,201,
770,1309693400,,106.066,,failed,,22,,,201,201,
771,1309748400,,131.45401,,failed,,26,,,202,202,
772,1310978500,,181.687,,failed,,28,,,205,205,
773,1311544000,,185.87,,failed,,28,,,206,206,
774,1325554000,,167.911,,failed,,26,,,206,206,
775,1340564000,,62.486,,failed,,20,,,208,208,
776,1347252300,,93.607,,failed,,22,,,220,220,
777,1372272300,,104.51199,,failed,,22,,,224,224,
778,1373179500,,75.631004,,failed,,20,,,229,229,
779,1373579500,,62.571,,failed,,20,,,229,229,
780,1374189500,,62.336998,,failed,,20,,,231,231,
781,1374209500,,48.905,,failed,,18,,,237,237,
782,1374319500,,38.091,,failed,,18,,,237,237,
783,1386819500,,54.736,,failed,,18,,,241,241,
784,1399113100,,44.510002,,failed,,18,,,243,243,
785,1399211600,,41.336998,,failed,,18,,,243,243,
786,1402211600,,32.73,,failed,,18,,,252,252,
787,1412211600,,24.019,,failed,,17,,,253,253,
788,1525161500,,35.409,,failed,,18,,,253,253,
789,1525181500,,28.404,,failed,,17,,,256,256,
790,1525201500,,16.539,,failed,,17,,,256,256,
791,1525393400,,51.585003,,failed,,18,,,256,256,
792,1525413400,,42.81,,failed,,18,,,256,256,
793,1525443400,,37.381,,failed,,18,,,257,257,
794,1525473400,,34.981,,failed,,18,,,257,257,
795,1525553400,,28.141,,failed,,17,,,260,260,
796,1546135300,,11.003,,failed,,16,,,264,264,
797,1550135300,,16.048,,failed,,17,,,265,265,
798,1550205000,,16.091,,failed,,17,,,265,265,
799,1550405000,,13.2560005,,failed,,16,,,269,269,
800,1550605000,,20.259,,failed,,17,,,269,269,
801,1550905000,,20.195,,failed,,17,,,270,270,
802,1551105000,,6.901,,failed,,16,,,271,271,
803,1551130300,,16.411,,failed,,17,,,283,283,
804,1552130300,,19.151,,failed,,17,,,293,293,
805,1562170300,,18.809,,failed,,17,,,293,293,
806,1562270300,,7.3230004,,failed,,16,,,300,300,
807,1565570300,,1.163,,failed,,14,,,301,301,
808,1576674700,,10.291,,failed,,16,,,303,303,
809,1577061600,,1.638,,failed,,14,,,306,306,
810,1578071600,,3.21,,failed,,14,,,307,307,
811,1578171600,,9.354,,failed,,16,,,308,308,
812,1579471600,,30.366,,failed,,18,,,309,309,
813,1580771600,,30.248999,,failed,,18,,,309,309,
814,1582471600,,23.485,,failed,,17,,,310,310,
815,1583571600,,23.689001,,failed,,17,,,311,311,
816,1593571600,,28.137001,,failed,,17,,,315,315,
817,1593781600,,30.14,,failed,,18,,,317,317,
818,1647380600,,26.974998,,failed,,17,,,317,317,
819,1697380600,,4.678,,failed,,14,,,324,324,
820,1698880600,,7.0820003,,failed,,16,,,330,330,
821,1718889600,,27.451,,failed,,17,,,331,331,
822,1718964600,,22.984001,,failed,,17,,,331,331,
823,1719964600,,19.472,,failed,,17,,,331,331,
824,1720274600,,23.13,,failed,,17,,,333,333,
825,1725274600,,10.241,,failed,,16,,,333,333,
826,1726274600,,5.459,,failed,,14,,,334,334,
827,1726674600,,3.196,,failed,,14,,,334,334,
828,1746944400,,4.744,,failed,,14,,,342,342,
829,1748944400,,7.3360004,,failed,,16,,,344,344,
830,1759975800,,1.0,,failed,,14,,,355,355,
831,1760049300,,3.861,,failed,,14,,,356,356,
832,1761049300,,2.2259998,,failed,,14,,,357,357,
833,1761149300,,1.723,,failed,,14,,,358,358,
834,1762349300,48492,6.8510003,6.851088,select_sorted,359,16,1,83429,360,2,-19032.25
835,1000000,906,17.335999,17.339712,bnb,1,0,1,7879094,4,4,500.59195
836,10020000,,8.7699995,,failed,,0,,,4,4,
837,11020000,,4.4,,failed,,0,,,5,5,
838,12120000,,12.826,,failed,,0,,,5,5,
839,12920000,1373,10.853001,10.853755,bnb,4,0,1,433594,8,4,320.43155
840,150000,109,2.075,2.0861244,bnb,1,0,1,99849891,10,10,-25.912498
841,30000000,354,6.772,6.77512,bnb,1,0,1,69849537,11,11,136.13399
842,30000000,649,12.407,12.421053,bnb,1,0,1,39848888,11,11,330.5415
843,40000000,617,8.907001,8.909747,bnb,2,0,1,19748271,11,10,191.21053
844,181000000,,12.68,,failed,,0,,,12,12,
845,184939900,,8.902,,failed,,0,,,13,13,
846,205357500,,15.825999,,failed,,0,,,15,15,
847,215377500,,19.032999,,failed,,0,,,15,15,
848,216377500,,27.594,,failed,,0,,,21,21,
849,218277500,,12.384,,failed,,0,,,24,24,
850,399389100,,10.631,,failed,,0,,,34,34,
851,400389100,,6.041,,failed,,0,,,35,35,
852,400439100,,13.357,,failed,,0,,,35,35,
853,400509100,,14.143001,,failed,,0,,,35,35,
854,400709100,,14.149,,failed,,0,,,35,35,
855,400818000,15137,32.87,32.870792,bnb,20,0,1,68669,41,22,8423.524
856,1600000,3848,55.553,55.566788,bnb,2,0,1,96152,22,18,2593.4795
857,20000,3487,66.733,66.73684,bnb,1,0,1,14976513,21,21,2204.7886
858,20000,3576,68.429,68.44019,bnb,1,0,1,14952937,21,21,2263.3005
859,30000,3899,74.619,74.62201,bnb,1,0,1,14919038,21,21,2476.8555
860,3000000,3708,70.964,70.96651,bnb,1,0,1,11915330,23,23,2350.7578
861,15452100,4149,48.099003,48.104347,bnb,3,0,1,253638,25,22,2857.2817
862,2000000,2668,51.051,51.062202,bnb,1,0,1,7997332,23,23,1663.7595
863,16000000,,46.503,,failed,,0,,,23,23,
864,21000000,,15.505,,failed,,0,,,25,25,
865,21107100,,16.157999,,failed,,0,,,25,25,
866,31107100,,12.474001,,failed,,0,,,25,25,
867,128655500,,8.87,,failed,,0,,,25,25,
868,131124600,,17.125,,failed,,0,,,30,30,
869,136429500,,12.983001,,failed,,0,,,30,30,
870,165015300,,2.03,,failed,,0,,,32,32,
871,175035300,,8.002999,,failed,,0,,,32,32,
872,225035300,,14.328,,failed,,0,,,34,34,
873,226535300,,14.099,,failed,,0,,,38,38,
874,226685300,,19.422,,failed,,0,,,41,41,
875,226785300,,94.667,,failed,,0,,,45,45,
876,267639000,,38.217,,failed,,0,,,49,49,
877,267753000,15099,84.945,84.945145,bnb,2,0,1,32231901,51,50,4107.1675
878,2117700,3716,71.116005,71.11961,bnb,1,0,1,17878584,51,49,2356.002
879,2117700,5041,96.47,96.47847,bnb,1,0,1,5874591,49,44,3230.7148
880,10000000,8962,103.899,103.90725,bnb,3,0,1,16629,44,21,6679.582
881,1000000,9655,139.412,139.42238,bnb,2,0,1,60345,23,16,6912.218
882,1120000,12930,146.29199,149.91304,bnb,4,0,0,0,17,8,9648.002
883,1000000,9504,181.882,181.89473,bnb,1,1,1,8990496,9,9,6177.429
884,200000,10028,191.922,191.92345,bnb,1,1,1,8780468,9,9,6523.8086
885,56700,3405,65.157,65.167465,bnb,1,1,1,9939895,13,13,2150.4165
886,25613100,,65.309,,failed,,1,,,13,13,
887,26212100,,66.64,,failed,,1,,,18,18,
888,26362100,3314,27.898998,27.907368,bnb,4,1,1,4263535,20,17,1777.8644
889,1029100,641,12.266,12.267942,bnb,1,1,1,3233794,17,17,325.677
890,500000,492,9.406,9.416268,bnb,1,1,1,19508,17,16,227.007
891,808800,1087,20.796,20.803827,bnb,1,1,1,998913,18,18,619.962
892,200000,1900,36.348,36.363636,bnb,1,1,1,49798100,23,22,1156.506
893,220000,1892,36.21,36.210526,bnb,1,1,1,21778108,25,24,1151.745
894,100010000,,30.971,,failed,,1,,,24,24,
895,103010000,,20.597,,failed,,1,,,24,24,
896,103040000,,27.764,,failed,,1,,,24,24,
897,103581100,,29.932001,,failed,,1,,,24,24,
898,153581100,,28.579,,failed,,1,,,24,24,
899,163583000,,40.774002,,failed,,1,,,29,29,
900,173593000,,44.254,,failed,,1,,,29,29,
901,183612900,,44.118,,failed,,1,,,29,29,
902,183632900,,38.668,,failed,,1,,,29,29,
903,193632900,,29.199,,failed,,1,,,29,29,
904,203662900,,21.177,,failed,,1,,,29,29,
905,208662900,,22.581999,,failed,,1,,,29,29,
906,212743800,,25.307,,failed,,1,,,29,29,
907,216243800,,36.809,,failed,,1,,,34,34,
908,217203200,,61.398,,failed,,1,,,36,36,
909,220203200,,61.962,,failed,,1,,,37,37,
910,360203200,,67.863,,failed,,1,,,37,37,
911,410203200,,108.383,,failed,,1,,,38,38,
912,463001300,,132.801,,failed,,1,,,44,44,
913,500201300,,148.765,,failed,,1,,,44,44,
914,560201300,,149.56,,failed,,1,,,44,44,
915,560221300,,140.08899,,failed,,1,,,45,45,
916,560521400,,109.921,,failed,,1,,,45,45,
917,561072600,,139.169,,failed,,1,,,47,47,
918,561396700,,111.90399,,failed,,1,,,48,48,
919,578396700,,94.637,,failed,,1,,,49,49,
920,579084700,,124.548004,,failed,,1,,,50,50,
921,779084700,,123.057,,failed,,1,,,50,50,
922,979084700,,90.309,,failed,,1,,,50,50,
923,1092039100,,132.393,,failed,,1,,,54,54,
924,1092839100,,115.29199,,failed,,1,,,56,56,
925,1093583400,,100.184,,failed,,1,,,60,60,
926,1094568900,,87.737,,failed,,1,,,61,61,
927,1294568900,,80.778,,failed,,1,,,61,61,
928,1304568900,,80.739006,,failed,,1,,,61,61,
929,1314568900,,102.765,,failed,,1,,,62,62,
930,1324568900,,107.732994,,failed,,1,,,62,62,
931,1325168900,,122.68101,,failed,,1,,,64,64,
932,1327188900,,73.186,,failed,,1,,,68,68,
933,1330188900,,13.674999,,failed,,1,,,69,69,
934,1345188900,,17.438,,failed,,1,,,69,69,
935,1448349500,,26.946,,failed,,1,,,70,70,
936,1448577500,,35.425,,failed,,1,,,71,71,
937,1483577500,,49.764,,failed,,1,,,78,78,
938,1483730400,,77.912994,,failed,,1,,,86,86,
939,1483780400,,58.018,,failed,,1,,,96,96,
940,1484439800,,123.676,,failed,,1,,,102,102,
941,1484826500,,110.382,,failed,,1,,,102,102,
942,1485376500,,115.242,,failed,,1,,,103,103,
943,1510376500,,175.193,,failed,,1,,,103,103,
944,1522876500,,294.225,,failed,,1,,,106,106,
