id,amount,fee,target_feerate,real_feerate,algorithm,input_count,negative_effective_valued_utxos,output_count,change_amount,utxo_count_before_payment,utxo_count_after_payment,waste_score
1088,9800000,4345,62.733997,62.743683,bnb,2,2,1,195655,89,88,2963.3008
1089,17100000,4113,47.683,47.68696,bnb,3,2,1,792307,91,89,2828.7854
1090,87500000,,95.249,,failed,,2,,,92,92,
1091,87520000,,96.135,,failed,,2,,,92,92,
1092,90020000,,96.308,,failed,,2,,,92,92,
1093,180020000,,51.038998,,failed,,2,,,105,105,
1094,183020000,,33.551,,failed,,2,,,105,105,
1095,383020000,,57.678,,failed,,2,,,105,105,
1096,393030000,,175.193,,failed,,2,,,111,111,
1097,643030000,,220.606,,failed,,2,,,111,111,
1098,653030000,,296.599,,failed,,2,,,117,117,
1099,674330000,,113.413,,failed,,2,,,123,123,
1100,677840000,,72.167,,failed,,2,,,138,138,
1101,777023100,,109.42,,failed,,2,,,142,142,
1102,820283100,,114.298,,failed,,2,,,143,143,
1103,820303100,,59.851,,failed,,2,,,147,147,
1104,821113100,,51.378,,failed,,2,,,153,153,
1105,921133100,55072,116.063,116.063225,bnb,19,2,1,878038,158,140,36361.953
1106,58700,6138,117.467995,117.47369,bnb,1,2,1,653597,143,87,3955.146
1107,30000000,,1.1389999,,failed,,2,,,91,91,
1108,31800000,2519,1.567,1.5675172,select_sorted,92,2,1,6901045,95,4,-13089.289
1109,200000000,179,3.422,3.4258373,bnb,1,0,1,178818332,31,31,20.558998
1110,3010000,83,1.573,1.5885167,bnb,1,0,1,12589917,31,12,-43.231506
1111,170000,105,1.9929999,2.0095694,bnb,1,0,1,9829895,14,12,-28.7415
1112,12770000,775,14.829999,14.832536,bnb,1,0,1,87229225,32,32,414.13495
1113,2000000,884,16.907999,16.918661,bnb,1,0,1,7964116,32,12,485.82596
1114,96800,671,12.827,12.842105,bnb,1,0,1,24902529,21,21,345.0315
1115,2000000,529,10.115,10.124402,bnb,1,0,1,7999471,31,27,251.4675
1116,4000000,242,4.6280003,4.631579,bnb,1,0,1,5759888,27,25,62.166
1117,20000000,196,2.2680001,2.2724638,bnb,3,0,1,3864965,25,22,-282.142
1118,7894100,327,4.712,4.7220216,bnb,2,0,1,938338,22,19,-24.832
1119,2000000,1752,33.519,33.5311,bnb,1,0,1,22998248,39,37,1058.9055
1120,2039000,4658,89.143,89.14832,bnb,1,1,1,20954590,46,45,2977.9333
1121,10598400,2444,46.759,46.77512,bnb,1,0,1,10226104,49,48,1515.6854
1122,100000,2884,55.196003,55.19617,bnb,1,0,1,2722779,54,41,1806.7621
1123,49980400,,77.048004,,failed,,1,,,41,41,
1124,55280400,7682,128.02899,128.03334,bnb,1,1,1,4237827,50,50,4319.5
1125,15000000,6232,119.259,119.27273,bnb,1,1,1,4993768,53,53,4016.9355
1126,20000000,8269,119.4,119.40794,bnb,2,1,1,2451813,53,41,5881.6
1127,4500000,9184,175.753,175.77034,bnb,1,1,1,44936767,48,48,5965.9785
1128,50000000,13204,190.664,190.67148,bnb,2,1,1,14903563,48,47,9551.696
1129,50000000,54275,181.687,186.99397,bnb,16,1,0,0,47,24,48324.707
1130,1110000,3525,67.459,67.46411,bnb,1,2,1,18866475,32,32,2229.8354
1131,102342400,,62.661,,failed,,2,,,33,33,
1132,102906800,8402,75.686005,75.693695,bnb,4,2,1,168568,36,29,5863.6533
1133,17500000,,83.812,,failed,,2,,,29,29,
1134,23466300,5488,91.462,91.46667,bnb,1,2,1,11716330,33,33,3057.939
1135,21010000,3257,62.329002,62.334927,bnb,1,2,1,1966743,44,43,2052.8506
1136,12747500,3258,62.336998,62.35407,bnb,1,2,1,7229242,43,42,2053.1265
1137,100000,2169,41.511,41.511963,bnb,1,1,1,2693402,43,40,1334.6295
1138,13440800,1563,29.904,29.913876,bnb,1,1,1,7537637,60,59,934.188
1139,21010000,2067,29.836,29.848375,bnb,2,1,1,9987933,59,56,1269.0541
1140,1000000,2558,48.939,48.95694,bnb,1,1,1,403253,64,55,1590.8955
1141,5000000,3251,28.404,31.486683,bnb,5,1,0,0,55,38,1891.542
1142,3000000,1141,21.837,21.83732,bnb,1,2,1,9238859,50,48,655.87646
1143,25100000,783,14.973,14.985646,bnb,1,2,1,7357192,54,53,419.06848
1144,100000000,,13.2560005,,failed,,2,,,55,55,
1145,141000000,1379,17.901001,17.90909,bnb,2,2,1,58998621,62,61,654.40155
1146,25000000,142,2.716,2.7177033,bnb,1,2,1,74999858,64,64,-3.7980042
1147,1050000,331,6.322,6.334928,bnb,1,2,1,98949669,64,64,120.609
1148,9423300,105,2.0,2.0095694,bnb,1,2,1,875788,69,63,-28.5
1149,45900000,1559,11.355,11.358834,bnb,6,2,1,620267,63,58,409.42242
1150,21300000,6604,16.903,17.598934,bnb,21,2,0,0,58,23,2728.8225
1151,625000,332,6.346,6.354067,bnb,1,3,1,99374668,42,42,121.43701
1152,80000000,622,11.895,11.904306,bnb,1,3,1,19999378,44,44,312.87753
1153,10010000,748,14.311,14.315789,bnb,1,3,1,89363920,44,35,396.2295
1154,500000,108,1.0419999,1.2521739,bnb,4,3,0,0,37,13,-595.623
1155,2882100,1238,23.689001,23.693779,bnb,1,4,1,5475034,22,17,719.7705
1156,11100000,1019,19.484001,19.502392,bnb,1,4,1,88898981,20,20,574.69806
1157,15216700,1471,28.137001,28.15311,bnb,1,4,1,73680810,20,20,873.2265
1158,160000,1369,26.182999,26.200956,bnb,1,4,1,4838631,20,17,805.8135
1159,9800000,,26.937,,failed,,4,,,17,17,
1160,11728800,1239,20.642,20.65,bnb,1,4,1,98269961,22,22,614.649
1161,250000,952,18.212,18.220097,bnb,1,4,1,98019009,22,22,530.81396
1162,88100,673,12.868,12.880383,bnb,1,4,1,4749858,30,22,346.44598
1163,6150800,491,7.0820003,7.090253,bnb,2,4,1,133567,22,17,97.22302
1164,30010000,,13.378,,failed,,4,,,17,17,
1165,31520000,,27.451,,failed,,4,,,17,17,
1166,31545000,,22.984001,,failed,,4,,,17,17,
1167,39545900,335,4.432,4.437086,bnb,1,4,1,10433765,34,34,55.404
1168,10000000,764,14.608999,14.622009,bnb,1,4,1,979236,36,33,406.51044
1169,12100000,1137,16.412,16.418772,bnb,2,4,1,2133876,33,25,577.718
1170,100200,800,14.649,15.311005,bnb,2,4,0,0,25,5,194.3905
1171,180000000,,6.2749996,,failed,,5,,,5,5,
1172,180100000,,1.9519999,,failed,,5,,,5,5,
1173,180148000,,3.105,,failed,,5,,,5,5,
1174,294556900,,1.966,,failed,,5,,,11,11,
1175,294856900,,2.2259998,,failed,,5,,,13,13,
1176,294906900,,2.522,,failed,,5,,,13,13,
1177,314906900,,1.003,,failed,,5,,,14,14,
1178,344906900,1611,10.224,10.228572,bnb,4,5,1,5271489,27,18,266.652
1179,500000,362,6.921,6.92823,bnb,1,5,1,11986449,18,15,141.2745
1180,2029100,404,7.724,7.7320576,bnb,1,5,1,7970496,15,14,168.978
1181,12210000,313,4.514,4.5198555,bnb,2,5,1,1031672,15,14,-35.02899
1182,50000000,,6.772,,failed,,5,,,17,17,
1183,150000000,,12.407,,failed,,5,,,17,17,
1184,150800000,,8.907001,,failed,,5,,,17,17,
1185,151610000,,9.935,,failed,,5,,,17,17,
1186,152420000,,12.436999,,failed,,5,,,17,17,
1187,152830000,,12.68,,failed,,5,,,17,17,
1188,152930000,,10.084,,failed,,5,,,17,17,
1189,187930000,,10.256,,failed,,5,,,24,24,
1190,188030000,,27.646,,failed,,5,,,26,26,
1191,288030000,,27.594,,failed,,5,,,26,26,
1192,300530000,,24.393,,failed,,5,,,27,27,
1193,650530000,,14.952,,failed,,5,,,35,35,
1194,650630000,,10.631,,failed,,5,,,38,38,
1195,652840000,,3.1169999,,failed,,5,,,38,38,
1196,652940000,,6.041,,failed,,5,,,38,38,
1197,688575000,,13.357,,failed,,5,,,38,38,
1198,688675000,,70.964,,failed,,5,,,56,56,
1199,690575000,,46.503,,failed,,5,,,61,61,
1200,700575000,,13.289,,failed,,5,,,61,61,
1201,702585000,,8.87,,failed,,5,,,65,65,
1202,703595000,,11.512,,failed,,5,,,65,65,
1203,778595000,,17.686,,failed,,5,,,76,76,
1204,779105000,,9.216,,failed,,5,,,80,80,
1205,779200000,,25.472002,,failed,,5,,,81,81,
1206,779702000,,9.735,,failed,,5,,,84,84,
1207,790702000,,68.776,,failed,,5,,,86,86,
1208,791343100,,71.534996,,failed,,5,,,88,88,
1209,793103100,,62.170002,,failed,,5,,,88,88,
1210,793613100,,44.257,,failed,,5,,,88,88,
1211,829417900,,38.217,,failed,,5,,,88,88,
1212,831417900,,48.856,,failed,,5,,,88,88,
1213,891691100,,139.412,,failed,,5,,,96,96,
1214,891726100,,164.267,,failed,,5,,,98,98,
1215,892736100,,191.922,,failed,,5,,,99,99,
1216,893746100,,139.922,,failed,,5,,,101,101,
1217,1093846100,,95.656,,failed,,5,,,101,101,
1218,1203846100,,80.164,,failed,,5,,,104,104,
1219,1251064700,,73.138,,failed,,5,,,104,104,
1220,1261064700,,66.64,,failed,,5,,,106,106,
1221,1262684700,,20.585,,failed,,5,,,112,112,
1222,1372684700,,20.796,,failed,,5,,,112,112,
1223,1380311700,,19.833,,failed,,5,,,112,112,
1224,1400311700,,18.223999,,failed,,5,,,112,112,
1225,1416568200,,17.046999,,failed,,5,,,112,112,
1226,1420768200,,6.798,,failed,,5,,,112,112,
1227,1421368200,,40.11,,failed,,5,,,116,116,
1228,1422368200,,30.971,,failed,,5,,,117,117,
1229,1442368200,,29.932001,,failed,,5,,,119,119,
1230,1462368200,,28.579,,failed,,5,,,119,119,
1231,1492368200,,19.998,,failed,,5,,,119,119,
1232,1542368200,88556,34.076,34.07638,select_sorted,128,5,1,40247298,131,4,53058.207
1233,50000000,1286,24.602999,24.61244,bnb,1,0,1,49998714,6,6,751.30347
1234,400000,4374,83.707,83.71292,bnb,1,0,1,29595626,14,12,2790.3916
1235,11100000,5709,109.247,109.26316,bnb,1,0,1,18489917,14,13,3671.5215
1236,40000,5744,109.921,109.933014,bnb,1,0,1,4661791,22,15,3694.7744
1237,1310000,3639,69.631004,69.645935,bnb,1,0,1,276361,15,14,2304.7695
1238,320000,5243,100.339,100.3445,bnb,1,0,1,674757,14,12,3364.1953
1239,2150000,5237,100.21999,100.22967,bnb,1,0,1,28039185,15,15,3360.0898
1240,10000000,4945,94.637,94.64115,bnb,1,0,1,18034240,15,15,3167.4766
1241,3000000,4146,79.338005,79.34928,bnb,1,0,1,16995854,19,19,2639.6611
1242,15000000,4402,84.234,84.2488,bnb,1,0,1,3029838,20,20,2808.573
1243,400000,5894,112.799995,112.803825,bnb,1,0,1,6699833,20,19,3794.0999
1244,500000,4071,77.912994,77.91388,bnb,1,0,1,2495929,66,17,2590.4983
1245,4000000,5934,113.562004,113.56938,bnb,1,0,1,934066,75,31,3820.3892
1246,3000000,7173,103.576004,103.58123,bnb,2,0,1,478756,32,25,5066.664
1247,1500000,4965,71.673004,71.696754,bnb,3,0,0,0,25,2,3177.1597
1248,20000,,70.672,,failed,,1,,,2,2,
1249,120000,3571,59.503998,59.516666,bnb,1,1,1,4876429,7,7,1955.388
1250,2100000,5619,107.523994,107.54067,bnb,1,1,1,2770810,10,9,3612.078
1251,101200,6701,128.23,128.24881,bnb,1,1,1,2662909,9,9,4326.4346
1252,100000000,109,1.567,1.5740073,bnb,2,1,1,1297191,26,16,-186.79947
1253,1000000,116,2.2050002,2.2200956,bnb,1,1,1,297075,29,24,-21.427505
1254,40000000,1101,21.067999,21.07177,bnb,1,1,1,59998899,83,83,629.34595
1255,500020000,12190,99.37,101.37214,bnb,6,1,0,0,96,6,9400.425
1256,11000000,,94.015,,failed,,2,,,6,6,
1257,14000000,,96.578,,failed,,2,,,8,8,
1258,15000000,,83.513,,failed,,2,,,10,10,
1259,16000000,,90.717,,failed,,2,,,10,10,
1260,18000000,,51.533,,failed,,2,,,10,10,
1261,19250000,,29.292002,,failed,,2,,,10,10,
1262,69250000,,39.329002,,failed,,2,,,11,11,
1263,79260000,5329,50.031,50.03756,bnb,1,2,1,5684671,14,14,1628.5695
1264,50000000,3779,36.592,36.600483,bnb,4,2,1,48872,21,18,2521.1157
1265,10010000,6110,35.674,35.678833,bnb,8,2,1,510466,18,11,4188.459
1266,10020000,,43.977,,failed,,2,,,12,12,
1267,20040000,,39.534,,failed,,2,,,12,12,
1268,30060000,6985,103.088005,103.09963,bnb,1,2,1,27913015,20,20,3459.0361
1269,100000000,12246,141.982,141.9826,bnb,3,2,1,7880769,24,21,9288.267
1270,1500000,6319,120.93301,120.9378,bnb,1,2,1,3493681,24,21,4074.6887
1271,100000000,,134.631,,failed,,2,,,21,21,
1272,150000000,,119.259,,failed,,2,,,21,21,
1273,153500000,,106.066,,failed,,2,,,25,25,
1274,158500000,,119.33,,failed,,2,,,25,25,
1275,163500000,,131.45401,,failed,,2,,,25,25,
1276,165611100,,175.753,,failed,,2,,,26,26,
1277,265611100,,190.664,,failed,,2,,,26,26,
1278,365611100,,181.687,,failed,,2,,,26,26,
1279,367711100,,185.87,,failed,,2,,,27,27,
1280,377721100,,167.911,,failed,,2,,,27,27,
1281,380221100,,86.536,,failed,,2,,,27,27,
1282,383331100,,62.486,,failed,,2,,,28,28,
1283,423331100,,62.440998,,failed,,2,,,29,29,
1284,429374200,,67.459,,failed,,2,,,29,29,
1285,434374200,,62.661,,failed,,2,,,30,30,
1286,456651700,,69.991,,failed,,2,,,30,30,
1287,466671700,,75.686005,,failed,,2,,,32,32,
1288,471681700,,83.812,,failed,,2,,,32,32,
1289,473661700,,93.607,,failed,,2,,,34,34,
1290,573661700,,80.188995,,failed,,2,,,36,36,
1291,673661700,,74.893,,failed,,2,,,36,36,
1292,678671700,,104.51199,,failed,,2,,,36,36,
1293,681681700,,116.731995,,failed,,2,,,36,36,
1294,682381700,,62.571,,failed,,2,,,41,41,
1295,682881700,,62.329002,,failed,,2,,,42,42,
1296,832881700,,45.521,,failed,,2,,,54,54,
1297,932881700,,48.64,,failed,,2,,,56,56,
1298,992881700,,44.510002,,failed,,2,,,56,56,
1299,1012881700,,41.336998,,failed,,2,,,56,56,
1300,1122891700,,59.120003,,failed,,2,,,70,70,
1301,1124391700,,48.939,,failed,,2,,,70,70,
1302,1224491700,,19.153,,failed,,2,,,78,78,
1303,1244491700,,18.105,,failed,,2,,,85,85,
1304,1246501700,,6.028,,failed,,2,,,90,90,
1305,1256521700,,13.2560005,,failed,,2,,,90,90,
1306,1296521700,,6.901,,failed,,2,,,94,94,
1307,1346521700,,6.9909997,,failed,,2,,,94,94,
1308,1385228700,,16.145,,failed,,2,,,94,94,
1309,1385739600,,8.41,,failed,,2,,,96,96,
1310,1386239600,,9.865,,failed,,2,,,99,99,
1311,1389239600,,15.655,,failed,,2,,,99,99,
1312,1389907200,,16.903,,failed,,2,,,104,104,
1313,1391407200,,15.896999,,failed,,2,,,104,104,
1314,1441407200,,18.279,,failed,,2,,,106,106,
1315,1445603400,,19.105999,,failed,,2,,,107,107,
1316,1445703400,,34.339,,failed,,2,,,107,107,
1317,1446687500,,14.311,,failed,,2,,,123,123,
1318,1506697500,,1.638,,failed,,2,,,124,124,
1319,1530380100,,1.0419999,,failed,,2,,,124,124,
1320,1530880100,,3.21,,failed,,2,,,124,124,
1321,1640880100,,23.689001,,failed,,2,,,132,132,
1322,1660890100,,27.828,,failed,,2,,,132,132,
1323,1661890100,,19.484001,,failed,,2,,,134,134,
1324,1663890100,,28.137001,,failed,,2,,,134,134,
1325,1664090100,,5.882,,failed,,2,,,139,139,
1326,1664390100,,8.369,,failed,,2,,,139,139,
1327,1664990100,,6.649,,failed,,2,,,144,144,
1328,1666890100,,18.741999,,failed,,2,,,147,147,
1329,1667590100,,12.868,,failed,,2,,,147,147,
1330,1672314900,,7.0820003,,failed,,2,,,147,147,
1331,1676414900,29634,19.472,19.492847,bnb,61,2,0,0,150,61,9858.2
1332,5000000,500,9.562,9.569378,bnb,1,3,1,76102460,65,65,232.389
1333,870000,675,12.914999,12.91866,bnb,1,3,1,19325,73,57,348.06747
1334,500000,667,12.764999,12.765551,bnb,1,3,1,4333,57,50,342.8925
1335,7000000,2040,4.432,4.4323735,bnb,25,3,1,11050,51,27,-2216.3398
1336,1000000,2032,7.9129996,7.929756,bnb,14,3,0,0,27,13,-493.7496
1337,6600000,,7.3360004,,failed,,4,,,13,13,
1338,8100000,,14.649,,failed,,4,,,15,15,
1339,10490000,206,2.02,2.02457,bnb,3,4,1,395768,20,17,-299.13
1340,289400,97,1.851,1.8564594,bnb,1,4,1,106271,17,15,-33.640503
1341,10020000,103,1.966,1.9712919,bnb,1,4,1,89979897,17,17,-29.673004
1342,1500000,202,3.861,3.8660288,bnb,1,4,1,88479695,17,17,35.7045
1343,100000000,1046,12.119,12.127536,bnb,3,4,1,921047,24,22,392.65155
1344,6675400,1129,16.289001,16.30325,bnb,2,4,1,623471,28,26,571.38354
1345,2000000,109,2.075,2.0861244,bnb,1,4,1,8686905,35,34,-25.912498
1346,2010000,118,2.256,2.2583733,bnb,1,4,1,4889882,34,33,-19.668
1347,1965200,354,6.772,6.77512,bnb,1,4,1,3334446,33,33,136.13399
1348,10000000,995,19.032999,19.043062,bnb,1,4,1,89999005,43,43,559.1384
1349,100000000,1018,14.693001,14.700361,bnb,2,4,1,16977987,43,41,489.1895
1350,5000000,1445,27.646,27.655502,bnb,1,4,1,11976542,45,44,856.287
1351,27107400,1314,18.967,18.97473,bnb,2,4,1,7891286,50,46,709.3005
1352,29801200,1643,15.909,15.912833,bnb,4,4,1,1382889,46,39,752.71954
1353,51049900,,12.835,,failed,,4,,,39,39,
1354,61059900,1121,18.674,18.683332,bnb,1,4,1,10938979,43,43,546.753
1355,110000,739,14.143001,14.14354,bnb,1,4,1,2118261,48,39,390.43353
1356,6000000,627,11.992,12.0,bnb,1,4,1,2465867,40,40,316.224
1357,510000,1718,32.87,32.880383,bnb,1,4,1,488282,45,34,1036.5149
1358,50010000,,67.333,,failed,,4,,,36,36,
1359,50110000,,65.256996,,failed,,4,,,36,36,
1360,50260000,,66.733,,failed,,4,,,36,36,
1361,51270000,4474,48.359997,48.36757,bnb,2,4,1,685526,41,40,2223.0398
1362,8275700,107,2.03,2.0478468,bnb,1,4,1,17704193,59,53,-27.465012
1363,1227700,107,2.03,2.0478468,bnb,1,4,1,2868193,53,45,-27.465012
1364,710000,925,17.686,17.70335,bnb,1,4,1,9912357,47,47,512.66705
1365,20000000,1967,14.328,14.3315115,bnb,6,4,1,199630,47,41,764.696
1366,800000,1403,26.838001,26.851675,bnb,1,4,1,265468,48,47,828.411
1367,200000,1015,19.422,19.425837,bnb,1,4,1,258605,47,42,572.559
1368,25000000,4947,94.667,94.67943,bnb,1,4,1,374995053,46,46,3168.5115
1369,50000,4783,91.527,91.54067,bnb,1,4,1,203822,46,33,3060.1816
1370,10455500,,71.534996,,failed,,4,,,33,33,
1371,21455500,,38.217,,failed,,4,,,35,35,
1372,25520700,,71.116005,,failed,,4,,,39,39,
1373,36520700,,96.47,,failed,,4,,,39,39,
1374,37520700,15142,181.882,181.88588,bnb,1,4,1,62464158,46,46,6177.429
1375,30000,10028,191.922,191.92345,bnb,1,4,1,939972,46,37,6523.8086
1376,50000000,,65.157,,failed,,4,,,41,41,
1377,50240500,,73.138,,failed,,4,,,44,44,
1378,85240500,,65.435,,failed,,4,,,44,44,
1379,107240500,,65.471,,failed,,4,,,44,44,
1380,707240500,,66.64,,failed,,4,,,44,44,
1381,857240500,,20.585,,failed,,4,,,50,50,
1382,858270500,,20.796,,failed,,4,,,50,50,
1383,1378270500,,19.833,,failed,,4,,,50,50,
1384,1386270500,,40.11,,failed,,4,,,57,57,
1385,1388270500,,30.971,,failed,,4,,,58,58,
1386,1393470500,,20.597,,failed,,4,,,58,58,
1387,1543470500,,27.764,,failed,,4,,,58,58,
1388,1563902000,,29.932001,,failed,,4,,,58,58,
1389,1603912000,,38.668,,failed,,4,,,67,67,
1390,1604912000,,120.929,,failed,,4,,,90,90,
1391,1610300300,,132.801,,failed,,4,,,90,90,
1392,1610960300,,148.765,,failed,,4,,,90,90,
1393,1611173200,,140.08899,,failed,,4,,,92,92,
1394,1615053200,,109.921,,failed,,4,,,92,92,
1395,1715053200,,129.914,,failed,,4,,,95,95,
1396,1841053200,,90.309,,failed,,4,,,101,101,
1397,1967053200,,135.716,,failed,,4,,,106,106,
1398,1969053200,,130.518,,failed,,4,,,106,106,
1399,1983139600,,93.560005,,failed,,4,,,108,108,
1400,2003139600,,100.184,,failed,,4,,,110,110,
1401,2145539600,,80.778,,failed,,4,,,112,112,
1402,2145639600,,80.739006,,failed,,4,,,112,112,
1403,2245639600,,90.396,,failed,,4,,,112,112,
1404,2255639600,,107.732994,,failed,,4,,,113,113,
1405,2260639600,,86.935,,failed,,4,,,117,117,
1406,2360639600,,79.512,,failed,,4,,,117,117,
1407,2362649600,,84.317,,failed,,4,,,117,117,
1408,2462649600,,73.186,,failed,,4,,,117,117,
1409,2463649600,,18.348001,,failed,,4,,,120,120,
1410,2563649600,,26.946,,failed,,4,,,120,120,
1411,2563699600,,24.36,,failed,,4,,,120,120,
1412,2568699600,,56.249996,,failed,,4,,,127,127,
1413,2568719600,,96.135,,failed,,4,,,134,134,
1414,2568739600,,96.308,,failed,,4,,,134,134,
1415,2568759600,,77.912994,,failed,,4,,,134,134,
1416,2598759600,,89.596,,failed,,4,,,139,139,
1417,2898759600,,63.282,,failed,,4,,,142,142,
1418,2948883900,,53.618,,failed,,4,,,143,143,
1419,2949033900,,33.551,,failed,,4,,,144,144,
1420,2950033900,,125.76,,failed,,4,,,146,146,
1421,3050033900,,115.242,,failed,,4,,,149,149,
1422,3098026000,,175.193,,failed,,4,,,149,149,
1423,3102026000,,220.606,,failed,,4,,,149,149,
1424,3106026000,,251.486,,failed,,4,,,149,149,
1425,3108026000,,278.071,,failed,,5,,,151,151,
1426,3128036000,,293.733,,failed,,5,,,154,154,
1427,3128356000,,248.30598,,failed,,4,,,154,154,
1428,3228356000,,230.688,,failed,,4,,,154,154,
1429,3235556000,,189.143,,failed,,4,,,156,156,
1430,3235576000,,113.413,,failed,,4,,,156,156,
1431,3255586000,,84.402,,failed,,4,,,158,158,
1432,3255686000,,62.194,,failed,,4,,,158,158,
1433,3255786000,,64.181,,failed,,4,,,158,158,
1434,3355786000,,61.704,,failed,,4,,,171,171,
1435,3355896000,,67.93301,,failed,,4,,,178,178,
1436,3356006000,,59.851,,failed,,4,,,178,178,
1437,3356026000,,59.462,,failed,,4,,,180,180,
1438,3356126000,,59.503998,,failed,,4,,,180,180,
1439,3358126000,,2.7419999,,failed,,4,,,204,204,
1440,3358236000,,7.933,,failed,,4,,,204,204,
1441,3358336000,,2.2050002,,failed,,4,,,214,214,
1442,3358436000,,1.499,,failed,,4,,,214,214,
1443,3368536000,,8.056999,,failed,,4,,,222,222,
1444,3408546000,,10.471,,failed,,4,,,222,222,
1445,3508546000,,8.749,,failed,,4,,,223,223,
1446,3511656000,,5.342,,failed,,4,,,229,229,
1447,3511756000,,22.791,,failed,,4,,,239,239,
1448,3522889700,,27.934,,failed,,4,,,240,240,
1449,3525309700,,25.222,,failed,,4,,,240,240,
1450,3525409700,,20.389,,failed,,4,,,240,240,
1451,3565409700,,18.122,,failed,,4,,,240,240,
1452,3565519700,,25.26,,failed,,4,,,240,240,
1453,3815519700,,19.09,,failed,,4,,,250,250,
1454,3816519700,,12.827,,failed,,4,,,251,251,
1455,3817519700,,18.471,,failed,,4,,,254,254,
1456,3818519700,,11.128,,failed,,4,,,258,258,
1457,3979319700,,21.067999,,failed,,4,,,258,258,
1458,3979429700,,15.844,,failed,,4,,,262,262,
1459,3979539700,,30.512,,failed,,4,,,262,262,
1460,3990539700,,35.509,,failed,,4,,,265,265,
1461,3991910100,,39.528,,failed,,4,,,265,265,
1462,3997135000,,61.489002,,failed,,4,,,265,265,
1463,3999635000,,80.301,,failed,,4,,,265,265,
1464,4011635000,,92.693,,failed,,4,,,270,270,
1465,4131635000,,94.109,,failed,,4,,,270,270,
1466,4143645000,,29.292002,,failed,,4,,,273,273,
1467,4243645000,,50.508,,failed,,4,,,275,275,
1468,4245145000,,50.722,,failed,,4,,,275,275,
1469,4255629300,,54.847,,failed,,4,,,275,275,
1470,4267629300,,36.592,,failed,,4,,,283,283,
1471,4272979300,,55.196003,,failed,,4,,,291,291,
1472,4276079300,,75.775,,failed,,4,,,292,292,
1473,4476079300,,91.432,,failed,,4,,,292,292,
1474,4477079300,,78.387,,failed,,4,,,294,294,
1475,4477129300,,78.774,,failed,,4,,,294,294,
1476,4478129300,,120.93301,,failed,,4,,,299,299,
1477,4479129300,,134.631,,failed,,4,,,299,299,
1478,4639129300,,125.366,,failed,,4,,,303,303,
1479,4645129300,,175.753,,failed,,4,,,307,307,
1480,4650129300,,181.687,,failed,,4,,,308,308,
1481,4650839300,,86.536,,failed,,4,,,311,311,
1482,4651749300,,62.486,,failed,,4,,,312,312,
1483,4851749300,,62.446,,failed,,4,,,312,312,
1484,4953609300,,62.440998,,failed,,4,,,312,312,
1485,4954619300,,67.459,,failed,,4,,,312,312,
1486,4957897000,,83.812,,failed,,4,,,318,318,
1487,5057907000,,76.993004,,failed,,4,,,318,318,
1488,5097907000,378113,57.884,57.884037,select_sorted,331,4,1,66566611,335,5,270624.5
1489,2000000,2269,43.413,43.42584,bnb,1,0,1,97997731,13,13,1400.2485
1490,92500,2174,41.597,41.607655,bnb,1,0,1,7905326,13,3,1337.5964
1491,5510000,1701,32.549,32.555023,bnb,1,0,1,5098132,13,12,1025.4404
1492,2500000,1563,29.904,29.913876,bnb,1,0,1,5403763,12,12,934.188
1493,6110000,1559,29.836,29.83732,bnb,1,0,1,276258,12,12,931.84204
1494,50000000,3090,59.120003,59.138756,bnb,1,0,1,26996910,19,19,1942.1401
1495,1000000,865,16.539,16.555023,bnb,1,0,1,4402898,21,15,473.0955
1496,440000,1585,30.319,30.334929,bnb,1,0,1,3458415,20,15,948.5055
1497,330000,1001,19.153,19.157894,bnb,1,0,1,100972,15,8,563.2785
1498,183709800,,21.837,,failed,,0,,,12,12,
1499,185959800,,14.973,,failed,,0,,,18,18,
1500,188469800,,9.499,,failed,,0,,,18,18,
1501,189369800,,13.2560005,,failed,,0,,,19,19,
1502,189452900,,20.195,,failed,,0,,,21,21,
1503,189472900,,20.332,,failed,,0,,,21,21,
1504,189582900,372,3.21,3.2138228,bnb,2,0,1,10396728,65,53,-102.185
1505,110000,333,6.3719997,6.3732057,bnb,1,0,1,3789667,53,41,122.334
1506,137800000,,30.366,,failed,,0,,,43,43,
1507,138800000,,27.828,,failed,,0,,,48,48,
1508,198810000,,25.464,,failed,,0,,,48,48,
1509,199910000,,20.476,,failed,,0,,,48,48,
1510,200020000,,19.484001,,failed,,0,,,48,48,
1511,200130000,,26.182999,,failed,,0,,,49,49,
1512,200240000,,30.14,,failed,,0,,,50,50,
1513,200350000,,26.974998,,failed,,0,,,50,50,
1514,214671100,,20.642,,failed,,0,,,53,53,
1515,214781100,,18.212,,failed,,0,,,53,53,
1516,214891100,,6.139,,failed,,0,,,54,54,
1517,215001100,,16.792,,failed,,0,,,56,56,
1518,220001100,,13.774,,failed,,0,,,56,56,
1519,220222500,4326,23.13,23.13369,bnb,3,0,1,47753174,66,58,1146.9049
1520,5000000,610,11.671,11.674642,bnb,1,0,1,2009390,67,59,305.14948
1521,20000000,766,14.649,14.660287,bnb,1,0,1,79999234,67,67,407.89053
1522,14000000,328,6.2749996,6.277512,bnb,1,0,1,75999672,67,63,118.98748
1523,6010000,163,3.105,3.1196172,bnb,1,0,1,73989071,64,64,9.622505
1524,3235300,233,4.446,4.45933,bnb,1,0,1,554134,64,60,55.887
